Time,Fx,Fy,Fz,Tx,Ty,Tz
1713573524.871967,-3.4090694893285374,-2.0379165811333007,12.210282413076364,-0.050277552227395654,-0.03609681609093831,-0.06319533936193926
1713573524.9221249,-2.73541353907491,-2.7533563833339056,12.851124522883783,-0.05607911022596962,-0.051329244978602605,-0.16655416926157685
1713573524.972291,-3.6814653008951557,-2.2301064222061946,12.244900989919458,-0.05828565327606749,0.004789983391841449,-0.09920443544441615
1713573525.0224433,-3.589966109981801,-1.6478212923175033,12.065352792732076,-0.017000764454040314,0.012735817691669774,-0.23338004452286482
1713573525.0726068,-3.624437888809867,-1.863326720627037,11.996188623605315,-0.028337909748353866,-0.016162285256812632,-0.1986588801251209
1713573525.122769,-3.535618361630279,-1.7567004905956134,11.636628838117678,-0.03167750001364172,-0.0030795644443867036,-0.19166149357580675
1713573525.1729224,-3.7659194270397185,-1.6852067127879018,11.663841918435297,-0.042641449059378916,-0.0003805357118489682,-0.1756046971448756
1713573525.2230692,-3.2939590938264467,-1.8219039958286594,12.108951578876216,-0.051437519826257556,0.012243100033663593,-0.18991231027565197
1713573525.2732096,-3.2417869555478283,-2.2004538199060883,11.71427979960107,-0.055642495018921455,0.017738734230573743,-0.18622051760468483
1713573525.3233645,-3.1928178299413026,-2.34616332946572,11.427781934603805,-0.052605698528240125,0.01920419315521167,-0.2208210548332374
1713573525.3735337,-3.355523346207739,-2.0474189859614356,12.485445820649666,-0.08544411089883217,0.014926268262776377,-0.06292262366958275
1713573525.4236999,-3.483823517604789,-2.3859115439269813,12.013163956984153,-0.08022706140666695,0.01591307588836035,-0.09581860312196125
1713573525.4738772,-3.098595977760021,-1.6542786819128474,12.187725741331429,-0.048165021050864856,-0.016055881502401403,-0.17699386789902136
1713573525.5240338,-3.103741945503913,-1.6403430996902175,12.05895835998201,-0.041740366669279064,-0.007452162434807098,-0.18179798054613955
1713573525.574177,-2.8974901398239545,-0.3660148955813797,12.29445565994297,-0.01130013705119725,-0.02115086556927363,-0.1758465460604193
1713573525.6243293,-2.947527042406924,-0.9116956273189573,12.51051310676217,-0.027591703127123925,-0.02546947241471851,-0.1649469932874006
1713573525.6744714,-1.5989086479872752,0.2938013659073956,13.246904415026039,-0.010414876801756068,-0.09904627858550266,-0.15801394382050968
1713573525.7246017,-1.5634534977277874,-0.3156370415169638,13.087288809720068,-0.027105798649926717,-0.0715457414836469,-0.1638098890787958
1713573525.7747672,-2.741095075262706,-0.16403343466278475,12.792322191808358,-0.04545716850110573,-0.011939887196065715,-0.16262688027115949
1713573525.8249142,-2.272732961353617,0.18853565979945852,12.217864672588519,-0.04234529136875499,0.0320301761253764,0.10986851964554788
1713573525.875067,-1.7112270449807943,-1.878741638576272,13.068417561689397,-0.15465911048286995,-0.03158656454033312,0.13305117274880274
1713573525.9252114,-3.1343075191148135,0.06960869681063597,12.40932032416906,-0.07535127582424363,0.031307656670005055,0.0927912038423785
1713573525.9753518,-2.6339744866629657,0.25832886730007365,12.78368495232385,-0.07748882083470893,0.03216868310655316,0.14769438642701835
1713573526.0254989,-2.525689469660079,-0.25857622130512725,12.513189874770811,-0.08156190416762742,0.04108703412776867,0.15145549930080943
1713573526.0756142,-2.1855363531723793,-0.11225002562437547,14.090023533380117,-0.11203176822580378,0.0179297807466747,0.1649696405860043
1713573526.1257389,-2.0149221709130196,1.0213971644541129,13.304561526776133,-0.09320682615711248,0.017759773340404038,0.15820810418769485
1713573526.1758838,-1.7643578115875642,1.1424602547080793,12.20550137070713,-0.054507879687425376,0.015310873659978498,0.18230271328392494
1713573526.226024,-1.421439526290886,1.1347679134269093,13.109093021534157,-0.0690217835424693,0.001887376056437233,0.18231721546340995
1713573526.2761664,-1.957620388433092,0.49050637889221926,12.06341997826395,-0.0612877217475633,0.006112948860391779,0.18128981177293413
1713573526.3263206,-1.6526759307430343,0.13893990368795617,11.768249118354746,-0.056788811192173966,-0.0211046331051326,0.19610115156564675
1713573526.3764632,-2.9289516716589357,0.7390583973649842,12.036546416421277,-0.060096703871872895,0.0206788731663464,0.17471535321111953
1713573526.4266145,-2.6824098920255146,-0.658015228526271,11.59509918247507,-0.06691006320986057,-0.00896864352759865,0.17485529312955964
1713573526.4767728,-2.532510810735052,-0.00011245886661459537,12.041752482168608,-0.05541450145594735,-0.0032686661238200826,0.17061341424090426
1713573526.5269477,-2.617813726029495,0.44807698017865416,12.36285179393293,-0.06479245986262694,-0.016777037103835914,0.17509022259178703
1713573526.5771177,-3.023241894119733,-0.40781965330327985,12.08189119165183,-0.062180414497446636,-0.010379241212353,0.17406293621892685
1713573526.6273572,-2.865160323497095,0.15492729401043448,12.605600561891354,-0.05359715671669048,-0.02038236004941721,0.1645786802790149
1713573526.677582,-3.1703601372513472,-0.01266963405824173,12.073353484052815,-0.03866662985022645,-0.02154260650690199,0.1729523927052463
1713573526.7277677,-3.0216198598675192,-0.7167534759056107,11.89857289272781,-0.04839135678006884,-0.028806944846848738,0.17453085764591278
1713573526.777933,-3.045664737220722,-0.4301317413457042,12.125051322735711,-0.05368012850019501,-0.02434686238152744,0.17123814616685945
1713573526.8280773,-2.920926980755148,-1.1298796481837883,12.07305537919908,-0.06594250833441208,-0.02281981924783751,0.15133793372656454
1713573526.8782165,-3.174924313839927,-0.663012277101656,11.785320379752147,-0.06228072596335098,-0.036833997441561094,-0.020797532777624417
1713573526.9283793,-2.215281603104322,-0.738385376811812,12.179292781073388,-0.04668815092438917,-0.0676802233027585,-0.17133213268838618
1713573526.9785895,-3.0174989503922096,-0.0912726221959912,12.348826887624744,-0.05149666604775683,-0.027177672889717883,-0.13899996497857273
1713573527.0287306,-2.8326620479783333,0.07922672502536132,12.297891456472753,-0.037584722898167486,-0.04923186209558013,-0.12500403901148938
1713573527.0789006,-2.282468841103302,-0.11701232142429552,12.290080115667918,-0.0484018939347955,-0.04510278243437077,-0.12558312203284092
1713573527.1290512,-1.765515766847354,-1.0419167662828062,13.258948181515047,-0.10148062625319443,-0.0643511068369426,-0.12311868481452859
1713573527.1792095,-1.8488084312135498,-0.6074989785265474,13.960641415986952,-0.09346891550743978,-0.04285897461541687,-0.13074205473032624
1713573527.2293658,-1.3860051053915692,-1.5415933841054899,12.611580283575254,-0.09963720641793532,-0.06477442988545472,-0.12417853865894687
1713573527.2795272,-0.7694081385382245,-1.0796158186831724,14.460400874647338,-0.10368629095191256,-0.10906059673661858,-0.08768368503950853
1713573527.3296843,-2.1433863784583784,-1.1552213709932095,11.359027335534455,-0.057907728883255655,-0.022852162953223114,0.2006082041988645
1713573527.379839,-2.455974925204298,-0.2217211313589751,11.30536680688966,-0.03774198299977418,-0.027659917535957854,0.16439127854186383
1713573527.429987,-2.350367895475102,-0.47703954782167735,11.221405310851587,-0.03207265820963464,-0.017165742091922412,0.15798272272977226
1713573527.4801378,-2.799937457231459,0.2315031751512544,12.104300892782597,-0.04998393498311361,-0.03580759029771514,0.0924279869980257
1713573527.5302837,-2.3697423325171085,0.39786757376147897,12.032560960626157,-0.034413531194420664,-0.06411401057568583,-0.08791990796319983
1713573527.580435,-1.5459847722839555,0.49307144055180085,12.019377365119349,-0.03047339261140155,-0.07871154168575001,-0.12400329426289786
1713573527.630586,-2.3085759159960917,0.4345819118957184,11.801270838257931,-0.03669225445522614,-0.05046417746328704,-0.12306522116836373
1713573527.6807203,-2.3304215056913606,-0.04317155181357091,12.006998400666525,-0.041629878640214876,-0.05950222672838813,-0.12553362235481952
1713573527.7308824,-2.5857651706995504,0.09664587824606086,12.332783300971988,-0.06703211831398515,-0.044068948833064614,-0.12794609531694678
1713573527.7810433,-2.301988366639941,-0.5197663793009113,12.4566802887518,-0.061187183682408296,-0.06303627494608104,-0.12637650453153024
1713573527.8312645,-2.1327952327387827,0.06826202802204584,12.588533610457677,-0.0503594436862309,-0.05888278029391526,-0.12392086208753567
1713573527.8815193,-2.3010116554010627,-0.22082809824779748,12.216760336121883,-0.07276543118742178,-0.06210714676322353,-0.12211050690525563
1713573527.9317281,-2.3523287253353162,-0.40928102734071947,12.374994142749372,-0.0562762480654708,-0.05654914827275868,-0.12744078568995235
1713573527.9819326,-2.043471336906228,-0.11617415872448333,12.052498571423985,-0.0536452229320999,-0.05345831703699163,-0.14396059504793912
1713573528.0321796,-2.283235353006033,-0.13890232174406147,12.187067005152187,-0.0460552778954969,-0.04912139592259164,-0.13893627163232933
1713573528.082406,-2.28293640179031,-0.4778171160019413,12.302144206893235,-0.058161445046912646,-0.05628921807568092,-0.13515064040355876
1713573528.1325943,-2.1859469882655143,-0.4613181166960709,12.036510982844138,-0.05757156761473991,-0.05339471681127095,-0.1361680581886582
1713573528.1828227,-2.0729804648841963,-0.6359121277351942,12.111971885098821,-0.04967285827070346,-0.051643105346293294,-0.13117347642234262
1713573528.233032,-2.0817815149122207,-0.5122796777390453,12.066335249496326,-0.050513608443243485,-0.05431311970154082,-0.13007628056268694
1713573528.2831933,-2.0150728248684118,0.20234516589055396,11.822552813184043,-0.036877423600149964,-0.04907077526810026,-0.12506209998360637
1713573528.333327,-2.548611083804383,-0.5546922023014573,11.826741335132454,-0.05045908900200817,-0.04018568841772828,-0.12874246307968065
1713573528.3834262,-2.6335566431998436,-0.044562672504426803,12.26223127416615,-0.0379449166018226,-0.03265230964560083,-0.12880970545757364
1713573528.433582,-3.0911329787889814,-0.6577433027996227,12.241663272613184,-0.061153178064455964,-0.03163064166831352,-0.13533722020606975
1713573528.4837441,-3.272588588944501,-0.22989601302180085,12.399728067997875,-0.056375263471564095,-0.01419192602393864,-0.1285671588173536
1713573528.5339706,-3.0493489085166705,-0.8837590967861229,12.123104612880267,-0.06547276001510918,-0.01930682283913555,-0.12891894384699215
1713573528.5841649,-3.453125624208349,-0.8682518063631461,11.67043795846875,-0.059663225673438854,-0.00584999616989023,-0.1347778963016443
1713573528.6343083,-3.441310785915894,-0.4208122600782447,12.101994402151378,-0.05337768871809402,-0.0165446674342496,-0.12227271375862674
1713573528.6844504,-2.522284548667161,-0.8739881866320329,11.995038248617156,-0.062072746808239924,-0.03255533035777137,-0.04025116710132487
1713573528.7345953,-2.6657000173883354,-1.2541723822100543,11.936950470481836,-0.07202757190741257,-0.04378483593721989,0.042200187411589284
1713573528.7847357,-2.6666004663631457,-1.376736037585108,12.138071791809113,-0.08536166297847611,-0.04306593992803591,0.11115838064206839
1713573528.8348806,-2.601385956914921,-0.9483191326964808,12.309229387576375,-0.07743226707014954,-0.030518837126952185,0.15901040605823347
1713573528.8850229,-2.499041234307477,-1.0120871656885022,11.966889005944449,-0.06358755970699309,-0.040934740629547994,0.19070698374378703
1713573528.9351923,-2.736308572978224,-1.538686807651355,12.198383857606537,-0.0846054071267102,-0.04713415711725857,0.17867959771207167
1713573528.9853845,-2.915783363978894,-1.3879402458939558,11.881910197943467,-0.0695454485724355,-0.05158773180401419,0.17426776730364527
1713573529.0355117,-3.2688291207909623,-1.4183554884476257,11.868881244214718,-0.07450123869435944,-0.030699197292036844,0.16888526424836597
1713573529.0856402,-3.6379613194951013,-1.4484124315043219,12.07441451092094,-0.07727310139066301,-0.017773721743693776,0.16009624491924285
1713573529.1357667,-3.676025706741537,-1.3843168895653601,12.077916571138868,-0.06764348518779159,-0.02130496036357537,0.158954323596893
1713573529.1858945,-3.531891326327926,-1.3747258216819975,12.05845164411496,-0.07422910294867541,-0.018780124763284008,0.15318109496115245
1713573529.2360194,-3.121325944530982,-1.2655299351103872,12.269236197909283,-0.07001473006755624,-0.019199542331341406,0.15128343797989152
1713573529.2861536,-3.1579099110052233,-1.5351574845541962,11.652195995814196,-0.03814028988877338,-0.037845063116277625,0.1545628090643897
1713573529.3363018,-3.035919193530239,-1.509774088935545,12.226542197137526,-0.07015647996629773,-0.022947017503636084,0.1476891782619955
1713573529.3864374,-3.060872864608605,-1.6948275287554135,12.144453314970308,-0.05915158966124178,-0.02621476403428804,0.1542332764547716
1713573529.436581,-3.1274396386396086,-1.5898990157842527,11.929347488238301,-0.03994698369441595,-0.029468139991599487,0.15681272412921013
1713573529.4867291,-2.7104896600652473,-2.0517042809997648,12.377434502960368,-0.06990193303011669,-0.051952578698317306,0.15200086397478618
1713573529.5368783,-2.8492753574933287,-1.7698759720696735,12.357621441510224,-0.050938358353680394,-0.038524315090244454,0.1559158232667961
1713573529.5870163,-3.0305422203440617,-1.588225662194776,12.013612040371397,-0.03396155797902305,-0.041381863337062466,0.16090640360564365
1713573529.6371562,-3.176603566487358,-1.7474492256997425,11.864111698246782,-0.02925319425203464,-0.0384302927548307,0.17414167989917173
1713573529.6872997,-3.0666563195667034,-1.952375345550009,11.464939747047623,-0.020709729222733005,-0.03996457001278981,0.18360496901722087
1713573529.737439,-2.883349731164016,-1.838987512225589,11.690947744243301,-0.04933150235959216,-0.040785229798390235,0.18575028160297424
1713573529.7875855,-2.7108374735307854,-2.0277790528789263,12.123151595634564,-0.06271572057871083,-0.04769239194104648,0.17602083931035153
1713573529.8377633,-2.990737982752784,-1.8033291339806812,11.809785952017334,-0.04005880759580126,-0.04700068464590824,0.17553337024008578
1713573529.8879337,-3.1011968913614902,-1.8763837831069055,11.650646507642243,-0.03636104846722595,-0.05521785227009609,0.17713237098755372
1713573529.9381387,-2.814484354408291,-2.009835207337985,11.944157361833986,-0.052754363673924005,-0.04194304488133207,-0.1294970142247987
1713573529.9883127,-2.0786440728042477,-1.5685174499220864,12.046448771312594,-0.060135385026691315,-0.03350005141368407,-0.15696434840342852
1713573530.0384748,-2.4483968266507463,-2.020303887971755,11.41159030091509,-0.03390280864515164,-0.02942531847206418,-0.1511695388377475
1713573530.0886514,-2.580809134656641,-1.743822797434862,12.233210045215609,-0.052626013856882745,-0.026646414946032572,-0.15086067009053317
1713573530.1388655,-1.9125145607384533,-2.3460653666496105,12.484660027104589,-0.07640991027078398,-0.030388109750630853,-0.15425654936443947
1713573530.1890194,-1.8782075178666982,-2.3587260058160595,11.855509360526103,-0.052477498871245476,-0.02696027370919262,-0.16102790500123723
1713573530.2391713,-2.151913493705401,-1.543021022128734,12.2878391295318,-0.0678014230629331,-0.02785631323552648,-0.15992159960701854
1713573530.2892938,-2.1249252681473814,-2.3464705697665775,11.66169413107614,-0.05308736249158808,-0.0373028134100049,-0.08258002018321912
1713573530.3394418,-2.0890584915269113,-1.4988389950157412,12.53054600926832,-0.07118756801516002,-0.020043104873356102,-0.15936985289936956
1713573530.3895974,-1.8561869104267466,-1.9886406073783092,12.044200980025527,-0.07261156733235449,-0.04006472738218868,-0.2643318345166492
1713573530.4398038,-2.099510804045088,-1.5604383010484435,12.173127550141706,-0.07349506542607459,-0.01640083065609691,-0.2388385709147856
1713573530.4899938,-1.8148652737212905,-2.2124035010946748,12.417777885244787,-0.04761268731748454,-0.043607849792485845,-0.16183559104509246
1713573530.5401309,-1.5887396645739735,-1.3920166532951304,12.428490643101458,-0.06093218740672004,-0.010426987083323232,-0.1714009653769064
1713573530.5902603,-1.6957379565972766,-1.3445687392921464,12.326496953051274,-0.07267761367532108,0.0005330464477031529,-0.16561193733200996
1713573530.6403866,-1.7092222218811532,-1.125130682215655,12.646083121729744,-0.06952121257341733,-0.008032681840814168,-0.16431649189245703
1713573530.690501,-1.6070009208931808,-1.4617279022299612,12.938243761639127,-0.07311800405686161,-0.0014077653999169815,-0.16745959171051253
1713573530.7406135,-1.608195608903123,-1.271291737369327,12.69933573634369,-0.08137533537562328,-0.0009817460543704772,-0.17038219582735178
1713573530.7907035,-1.7598225527066869,-1.3357562320754797,12.690318061233235,-0.07737431983773278,-0.00782880696797989,-0.1618311966493615
1713573530.840843,-1.6776408817922828,-1.49327567265347,12.60713692157536,-0.06777954435336007,-0.006663200813828771,-0.15973940022195451
1713573530.8909855,-1.9397798624094738,-1.7158198268503595,12.696493518474023,-0.07124142654458075,-0.007288273496521346,-0.16095874196620208
1713573530.9411097,-1.5825899527341174,-1.6505604012694375,12.229388553919275,-0.056196884918532385,-0.010654948256447553,-0.15247205277438466
1713573530.9912138,-1.7430253431032512,-1.6692286811791368,12.711412646753864,-0.07549402264877442,-0.012420306274322045,-0.15391855387444986
1713573531.041321,-1.6809329722436384,-2.016219353745289,12.93031028743694,-0.09038593163351777,-0.01670642762750201,-0.15841096202125857
1713573531.0914905,-2.1214140016362393,-2.1086535869914496,12.417145858904059,-0.08844626062533459,0.007574137761454634,-0.16205240374452637
1713573531.1416702,-1.7023552560260555,-1.548664248764146,12.728759528897422,-0.07436826599944396,-0.0023621339196513574,-0.16942014040333378
1713573531.1917799,-1.5169379016338638,-1.6243665605173532,12.706791250222555,-0.08847436573592132,0.006746380611020978,-0.17538495834711615
1713573531.241884,-1.676013295426134,-1.505818175477572,12.74216573963426,-0.07403521326745711,0.0009012971716973097,-0.14176605411950355
1713573531.2919862,-1.8897141582648986,-1.705737462774646,12.76110744694502,-0.08391067201567755,0.0019709562485427023,-0.07644215286388609
1713573531.3420901,-1.3946476564411996,-2.0269629462280876,12.383646282573586,-0.05183388278133084,-0.013839921678125044,-0.20035098452780445
1713573531.392195,-1.6324446703491515,-1.3544831487763538,12.84637843553803,-0.07458936847313792,-0.005767940914347831,-0.16567111942034135
1713573531.442305,-1.6203282317189571,-1.1885058017418388,12.73552704859299,-0.06778949937205761,0.005253820127618656,-0.1331878569905211
1713573531.4924583,-2.3790229863308943,-0.9682911358260898,13.130616632073654,-0.07220718354837555,-0.0007283956381404569,-0.30854961524001656
1713573531.5426369,-1.6188022419679788,-1.344475687529358,12.819899115006566,-0.0817889907911994,-0.0069556476852074695,-0.17062100277977585
1713573531.5928092,-2.0715103713382703,-1.2081774738426354,13.484536115624183,-0.06646734066355595,0.010977733839737401,-0.14436967294508138
1713573531.642978,-1.5430967513429996,-1.6201687322995886,12.510538443553205,-0.042162341390162,-0.01080881734402677,-0.14557517661067684
1713573531.6931574,-1.6846252668992867,-1.3507257041820204,12.40785603905749,-0.04535898677573621,-0.019822878923494793,-0.12949653480538384
1713573531.7433193,-2.069918075773459,-0.9810056650460369,13.301643996417782,-0.0741193205179592,0.00613580668821944,0.17600601150233566
1713573531.793482,-2.1839380274465188,-0.7859944685218314,12.800392175142235,-0.07233407158521558,-0.017620055082943255,0.021994214001057777
1713573531.8436704,-2.32816971386095,-1.5808466605189482,12.541988042032012,-0.0788173133169019,-0.018320628747737794,0.1559669398520896
1713573531.893849,-2.4978254376717213,-1.2874335285619052,12.358716193890341,-0.05208986456866986,-0.014274388242888863,0.18095336931519337
1713573531.9440198,-2.6063882732850905,-1.6547443374292636,12.833689938741168,-0.07514450988606779,-0.004999022084351726,0.1913934521869607
1713573531.9941978,-2.2928417700397192,-1.6346928300018264,12.371316448772316,-0.06407990042014627,-0.023092007242098603,0.1525551586777087
1713573532.044376,-2.502985329752368,-1.343118643571359,12.654854996127243,-0.08130921127033337,-0.008879150257455464,0.20742716613531942
1713573532.094528,-2.2599966781716088,-1.8569390457129957,12.522564149643857,-0.06472096557666787,-0.018972773396950755,0.16680417888193588
1713573532.1446676,-2.20842667488238,-1.4680223015995013,12.050962001825466,-0.050267604205629916,-0.002158249779704099,0.1478055492968692
1713573532.1948225,-2.146229603858488,-1.3969117054433653,12.31125547861143,-0.05559620891674278,-0.015041590563328863,0.14617679180759674
1713573532.2449787,-2.3488596392141656,-1.2375850718351844,12.64468949705455,-0.08528506367251465,-0.013851923925823344,-0.08220994016225686
1713573532.2951355,-2.0132698874500843,-1.2827578104109585,12.411913235117643,-0.07438309531597027,-0.021948950435617266,0.14193353728478908
1713573532.3452964,-1.8703393114120423,-1.3137774614578575,13.07355299343378,-0.08530128449850374,-0.01250216021459262,0.21758281956456094
1713573532.3954532,-2.448897522974929,-1.2531058933835033,12.378401061425679,-0.10206887900280022,-0.0069316053284974284,0.06400516128686354
1713573532.445613,-2.5670295806153467,-0.9787594950219516,12.287602038029343,-0.0904277414696626,0.00012162085691566106,0.13849602849491455
1713573532.4957736,-2.840855469803677,-1.3727678941023433,12.59354153055284,-0.09521870576913458,0.013574451369764274,0.16441692316424886
1713573532.5459325,-3.638035426788205,-1.7459193865564675,13.197033573204092,-0.1306338365432758,0.09434092378492202,0.14330386649519444
1713573532.5961244,-3.0654603220945043,-4.353607766510307,11.244344813891889,-0.194408562602575,0.12511237379960463,0.018418481023078095
1713573532.6463718,-4.165752927279185,0.10117310088147824,13.094470051031875,0.017457079994364265,0.2047301625880934,0.12588167731834582
1713573532.6965766,-4.96545012407963,2.4189954779984304,12.765870179219311,0.20440115412093504,0.2881124381346948,0.12049573453573062
1713573532.7467654,-6.62824462995579,5.986263847317883,12.553185897874446,0.5483846989088904,0.520374366140046,0.1357576069584381
1713573532.7969396,-8.285306779918683,10.374537261872915,12.350844643141727,1.057420918236772,0.8134086752733349,0.086832581274471
1713573532.8470995,-10.67695370882146,14.923515160052313,13.140448102445843,1.5233952379068074,1.1656404151940478,0.1220811505579056
1713573532.8972611,-12.136819304247012,19.341118860142977,12.668753856796368,2.0699686445149634,1.486295321156268,0.1022283809090824
1713573532.947422,-14.055201991228671,21.50751825160064,13.566399354344217,2.3254825525414677,1.6958920433498734,0.09148966000733612
1713573532.9975872,-11.01478690716348,16.771598112086963,13.607094438076231,1.9757050539193348,1.4261482484164731,0.10405734262022337
1713573533.047725,-9.634549863042723,14.4153968275834,13.209011431828763,1.75869077981771,1.2125624128553365,0.11699925977384788
1713573533.0978577,-8.65100503997994,13.864092149984911,12.662614794065119,1.7042423881591404,1.0893173353546395,0.12542968140888813
1713573533.147998,-7.502422795857685,12.88878133733894,12.824011263743188,1.6318824593251744,1.0021626616479262,0.13723081946038734
1713573533.1981351,-7.231103477428904,13.319928731397063,12.323549765340305,1.6563495089085063,0.9369290605592504,0.1431477425033459
1713573533.2482743,-7.047675793547938,12.635938578582211,12.360146233587056,1.586491717332062,0.9114231104051224,0.148670978227315
1713573533.2984128,-7.31595459798756,13.049220819947534,11.751085451191642,1.610738756445806,0.8997148281060691,0.15980823026641247
1713573533.3485572,-6.816650842036904,13.858681679404528,11.341929272402846,1.6764667304327163,0.8621893940916617,0.1656824022687317
