Time,Fx,Fy,Fz,Tx,Ty,Tz
1713573888.3148232,-10.826840148616286,-0.17981202612731526,10.835997435129972,-0.1452196503399668,0.1472322252188672,0.04081408548886816
1713573888.3649426,-10.652067708782083,-0.07602095134686734,10.838065230230724,-0.13461605715161323,0.15551471873317427,0.03764953307895148
1713573888.4150913,-10.666728562862374,-0.10470219132414699,10.889020242256732,-0.13173507292551662,0.15283788560711187,0.03575926256528504
1713573888.4652383,-10.641397304964583,-0.32263392736466584,10.950336943667809,-0.1283965270627947,0.1512516051514232,0.03708741524694574
1713573888.5153813,-10.46389205721309,-0.18372560292041507,10.74407667063538,-0.12832330522559499,0.15962355596225203,0.03737163826287043
1713573888.5655236,-10.312938288498314,-0.2087588760283886,10.789346686319876,-0.1259045355248904,0.1612410899280086,0.0318316063224047
1713573888.6156738,-10.403116129752954,-0.39032156648623945,11.08573009419492,-0.12621860030783982,0.15392639805227043,0.02947923908799637
1713573888.665817,-10.51941600405151,-0.45823302702449686,11.052999119160557,-0.12398239657630694,0.15265831707292643,0.03168311992189795
1713573888.7159576,-10.548829715303167,-0.15935125638374725,11.019272366320472,-0.11482437085585614,0.16592819329765382,0.03813866246171809
1713573888.7660975,-10.432870255459939,-0.1882560243185768,10.941589252036755,-0.12435290609531548,0.16002964631865693,0.021678327392505567
1713573888.8162456,-10.50510880241925,-0.4131666383231206,10.943129768768378,-0.1151621569045817,0.1571077777094865,0.029188601246671136
1713573888.8663898,-10.872952305747566,-0.32236859105663573,11.017947089118714,-0.12337220553995135,0.15567589768491089,0.028783273561147793
1713573888.9165504,-10.686642144200443,-0.44790313981827723,10.842881378859513,-0.12451448078305774,0.16210991676611727,0.03230619275600797
1713573888.9667625,-10.351713395146081,-0.37596444550444796,11.070847222216601,-0.12052965909642195,0.16050563205139648,0.02988423479249297
1713573889.0169342,-10.377677467953506,-0.48039758518274345,10.959859585359377,-0.1291905722636401,0.15799703663750037,0.02770423684997298
1713573889.0670443,-10.582449772760127,-0.45977767719989426,11.136956559609335,-0.1251560751290518,0.15998956356204475,0.02543379983585132
1713573889.1171925,-10.287835033953952,-0.2988046092913763,10.764614631327397,-0.12459571965160281,0.14170822871417907,0.03288391404129668
1713573889.1673427,-10.707497753545777,-0.8713569521890943,10.71460210476875,-0.14026606038526013,0.15538845498475823,0.022223504636839295
1713573889.2174976,-10.581712029489031,-0.41599767529823245,11.042395947511299,-0.1345212700978003,0.153214428043677,0.0251604936889211
1713573889.2676377,-10.559701266690311,-0.2789246363874103,11.039366413642007,-0.13047035903509735,0.16259356865899913,0.025594594549726943
1713573889.3177702,-10.116531184517656,-0.23449146497001486,11.24491972156834,-0.12710798631378106,0.14140072326019712,0.03712893753938894
1713573889.3679297,-9.856153038470495,-0.47116279863460697,11.731781095468802,-0.1223893226863739,0.15535199290083848,0.029409673212522844
1713573889.4181018,-9.836687078752945,-0.42754037658597455,11.26126714164366,-0.13490143636371876,0.1500953936999816,0.0380380601946671
1713573889.4682717,-9.734721421844904,-0.07619510655111428,11.783274243315867,-0.1413995590040903,0.149627123731201,0.038489215619476866
1713573889.5184617,-9.853308925627818,0.10830367960760429,11.12658134748379,-0.13055304448260022,0.1662016627613058,0.042408325754459845
1713573889.5686538,-9.578983561857983,0.1090497970629078,12.218937674040129,-0.1323205127097102,0.13153666141764347,0.07141111187083526
